club_id,club_code,name,domestic_competition_id,total_market_value,squad_size,average_age,foreigners_number,foreigners_percentage,national_team_players,stadium_name,stadium_seats,net_transfer_record,coach_name,last_season,url
2995,fc-pacos-de-ferreira,FC Paços de Ferreira,PO1,,32,25.5,17,50.0,1,Estádio Capital do Móvel,9076,+-0,null,2022,https://www.transfermarkt.co.uk/fc-pacos-de-ferreira/startseite/verein/2995
3268,casa-pia-ac,Casa Pia AC,PO1,,27,26.7,15,55.6,2,Estádio Nacional do Jamor,37593,+-0,null,2023,https://www.transfermarkt.co.uk/casa-pia-ac/startseite/verein/3268
3368,ud-levante,Levante UD,ES1,,23,27.5,6,26.1,0,Ciutat de València,26354,+€7.80m,null,2021,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
339,dnipro-dnipropetrovsk,Dnipro Dnipropetrovsk (-2020),UKR1,,0,,0,,0,Meteor,24381,+-0,null,2016,https://www.transfermarkt.co.uk/dnipro-dnipropetrovsk/startseite/verein/339
3592,kryvbas-kryvyi-rig,Kryvbas Kryvyi Rig,UKR1,,26,24.7,3,11.5,1,Girnyk,2500,+€500k,null,2023,https://www.transfermarkt.co.uk/kryvbas-kryvyi-rig/startseite/verein/3592
366,real-valladolid,Real Valladolid CF,ES1,,22,27.2,11,50.0,6,Nuevo José Zorrilla,27618,+€2.50m,null,2022,https://www.transfermarkt.co.uk/real-valladolid/startseite/verein/366
3691,tom-tomsk,Tom Tomsk,RU1,,0,,0,,0,Trud,10028,+-0,null,2016,https://www.transfermarkt.co.uk/tom-tomsk/startseite/verein/3691
533,tsg-1899-hoffenheim,TSG 1899 Hoffenheim,L1,,30,25.0,14,46.7,10,PreZero Arena,30150,+€13.70m,null,2023,https://www.transfermarkt.co.uk/tsg-1899-hoffenheim/startseite/verein/533
5818,hobro-ik,Hobro IK,DK1,,22,24.8,4,18.2,2,DS Arena,7500,+-0,null,2019,https://www.transfermarkt.co.uk/hobro-ik/startseite/verein/5818
605,aris-thessaloniki,Aris Thessaloniki,GR1,,28,27.9,25,89.3,5,"Gipedo ""Kleanthis Vikelidis""",22800,+€2.15m,null,2023,https://www.transfermarkt.co.uk/aris-thessaloniki/startseite/verein/605
60949,volos-nps,Volos NPS,GR1,,28,25.6,15,53.6,3,Panthessaliko Stadio,22700,+-0,null,2023,https://www.transfermarkt.co.uk/volos-nps/startseite/verein/60949
63007,lnz-lebedyn,LNZ Cherkasy,UKR1,,24,27.5,0,,0,Cherkasy-Arena,10321,€-150k,null,2023,https://www.transfermarkt.co.uk/lnz-lebedyn/startseite/verein/63007
723,almere-city-fc,Almere City FC,NL1,,29,23.9,11,37.9,1,Yanmar Stadion,4500,+-0,null,2023,https://www.transfermarkt.co.uk/almere-city-fc/startseite/verein/723
89,1-fc-union-berlin,1.FC Union Berlin,L1,,30,25.7,19,63.3,12,Stadion An der Alten Försterei,22012,€-11.10m,null,2023,https://www.transfermarkt.co.uk/1-fc-union-berlin/startseite/verein/89
8970,frosinone-calcio,Frosinone Calcio,IT1,,23,24.8,12,52.2,1,Benito Stirpe,16227,+€6.70m,null,2023,https://www.transfermarkt.co.uk/frosinone-calcio/startseite/verein/8970
995,fc-nantes,FC Nantes,FR1,,28,25.1,9,32.1,7,Stade de la Beaujoire,37463,+€6.75m,null,2023,https://www.transfermarkt.co.uk/fc-nantes/startseite/verein/995
1003,leicester-city,Leicester City,GB1,,25,27.1,14,56.0,11,King Power Stadium,32273,+€26.00m,null,2022,https://www.transfermarkt.co.uk/leicester-city/startseite/verein/1003
1010,fc-watford,Watford FC,GB1,,30,26.3,24,80.0,12,Vicarage Road,21577,+€42.02m,null,2021,https://www.transfermarkt.co.uk/fc-watford/startseite/verein/1010
11,fc-arsenal,Arsenal FC,GB1,,33,25.0,25,75.8,23,Emirates Stadium,60704,€-211.70m,null,2023,https://www.transfermarkt.co.uk/fc-arsenal/startseite/verein/11
1108,deportivo-alaves,Deportivo Alavés,ES1,,21,26.0,11,52.4,4,Mendizorroza,19840,€-3.30m,null,2023,https://www.transfermarkt.co.uk/deportivo-alaves/startseite/verein/1108
1132,fc-burnley,Burnley FC,GB1,,31,24.6,23,74.2,15,Turf Moor,21994,€-65.70m,null,2023,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
1411,raec-mons,RAEC Mons (- 2015),BE1,,0,,0,,0,Charles Tondreau Stadion,12662,+-0,null,2013,https://www.transfermarkt.co.uk/raec-mons/startseite/verein/1411
1416,amiens-sc,Amiens SC,FR1,,24,24.1,10,41.7,7,Stade Crédit Agricole la Licorne,12999,+€700k,null,2019,https://www.transfermarkt.co.uk/amiens-sc/startseite/verein/1416
1420,sco-angers,Angers SCO,FR1,,27,24.2,12,44.4,5,Stade Raymond Kopa,19350,+€3.50m,null,2022,https://www.transfermarkt.co.uk/sco-angers/startseite/verein/1420
150,real-betis-sevilla,Real Betis Balompié,ES1,,25,28.4,13,52.0,7,Benito Villamarín,60721,+€14.50m,null,2023,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
167,fc-augsburg,FC Augsburg,L1,,35,24.1,20,55.6,7,WWK ARENA,30660,+€1.45m,null,2023,https://www.transfermarkt.co.uk/fc-augsburg/startseite/verein/167
265,panathinaikos-athen,Panathinaikos Athens,GR1,,29,27.9,22,75.9,10,Apostolos Nikolaidis,15000,€-3.00m,null,2023,https://www.transfermarkt.co.uk/panathinaikos-athen/startseite/verein/265
2672,apo-levadiakos,APO Levadiakos,GR1,,31,27.5,17,58.6,0,Stadio Livadias,5915,+-0,null,2022,https://www.transfermarkt.co.uk/apo-levadiakos/startseite/verein/2672
2696,krylya-sovetov-samara,Krylya Sovetov Samara,RU1,,29,24.7,7,24.1,3,Solidarnost Samara Arena,42347,€-1.00m,null,2023,https://www.transfermarkt.co.uk/krylya-sovetov-samara/startseite/verein/2696
2740,vorskla-poltava,Vorskla Poltava,UKR1,,25,24.0,8,32.0,2,Vorskla im. Oleksiy Butovskyi,23842,+€1.00m,null,2023,https://www.transfermarkt.co.uk/vorskla-poltava/startseite/verein/2740
2832,gaziantep-fk,Gaziantep FK,TR1,,29,24.9,11,37.9,2,Kalyon Stadyumu,33502,+-0,null,2023,https://www.transfermarkt.co.uk/gaziantep-fk/startseite/verein/2832
2921,delfino-pescara-1936,Delfino Pescara 1936,IT1,,28,24.6,6,21.4,1,Adriatico,20476,+€4.60m,null,2016,https://www.transfermarkt.co.uk/delfino-pescara-1936/startseite/verein/2921
2990,academica-coimbra,Académica Coimbra,PO1,,26,25.2,6,23.1,0,Estádio Cidade de Coimbra,29744,+€150k,null,2015,https://www.transfermarkt.co.uk/academica-coimbra/startseite/verein/2990
306,sc-heerenveen,SC Heerenveen,NL1,,19,24.4,10,52.6,1,Abe Lenstra Stadion,27224,+-0,null,2023,https://www.transfermarkt.co.uk/sc-heerenveen/startseite/verein/306
3426,esbjerg-fb,Esbjerg fB,DK1,,27,22.7,10,37.0,2,Blue Water Arena,16942,+-0,null,2019,https://www.transfermarkt.co.uk/esbjerg-fb/startseite/verein/3426
369,lyngby-bk,Lyngby BK,DK1,,27,24.1,7,25.9,2,Lyngby Stadion,10000,+-0,null,2023,https://www.transfermarkt.co.uk/lyngby-bk/startseite/verein/369
370,aberdeen-fc,Aberdeen FC,SC1,,22,25.0,15,68.2,4,Pittodrie Stadium,22199,+€1.95m,null,2023,https://www.transfermarkt.co.uk/aberdeen-fc/startseite/verein/370
3725,akhmat-grozny,Akhmat Grozny,RU1,,25,26.6,9,36.0,2,Akhmat-Arena,30200,+€200k,null,2023,https://www.transfermarkt.co.uk/akhmat-grozny/startseite/verein/3725
42,hannover-96,Hannover 96,L1,,28,25.0,6,21.4,1,Heinz-von-Heiden-Arena,49000,€-300k,null,2018,https://www.transfermarkt.co.uk/hannover-96/startseite/verein/42
44,hertha-bsc,Hertha BSC,L1,,36,24.1,14,38.9,7,Olympiastadion Berlin,74667,+€6.70m,null,2022,https://www.transfermarkt.co.uk/hertha-bsc/startseite/verein/44
499,vitesse-arnheim,Vitesse Arnhem,NL1,,23,23.8,11,47.8,4,GelreDome,21248,+-0,null,2023,https://www.transfermarkt.co.uk/vitesse-arnheim/startseite/verein/499
5,ac-mailand,AC Milan,IT1,,34,25.8,26,76.5,16,Giuseppe Meazza,75923,€-6.50m,null,2023,https://www.transfermarkt.co.uk/ac-mailand/startseite/verein/5
512,stoke-city,Stoke City,GB1,,24,26.7,9,37.5,6,bet365 Stadium,30089,+€17.00m,null,2017,https://www.transfermarkt.co.uk/stoke-city/startseite/verein/512
5724,randers-fc,Randers FC,DK1,,24,24.9,10,41.7,2,Cepheus Park Randers,10300,+€1.25m,null,2023,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
621,athletic-bilbao,Athletic Bilbao,ES1,,29,26.4,1,3.4,3,San Mamés,53289,+-0,null,2023,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
6676,asteras-tripolis,Asteras Tripolis,GR1,,30,26.5,19,63.3,0,Gipedo Theodoros Kolokotronis,7423,+€100k,null,2023,https://www.transfermarkt.co.uk/asteras-tripolis/startseite/verein/6676
681,real-sociedad-san-sebastian,Real Sociedad,ES1,,28,24.9,5,17.9,7,Reale Arena,39313,+€6.30m,null,2023,https://www.transfermarkt.co.uk/real-sociedad-san-sebastian/startseite/verein/681
6992,chornomorets-odessa,Chornomorets Odessa,UKR1,,21,25.1,5,23.8,0,Stadion Chornomorets (2011),34164,+-0,null,2023,https://www.transfermarkt.co.uk/chornomorets-odessa/startseite/verein/6992
714,espanyol-barcelona,RCD Espanyol Barcelona,ES1,,26,25.4,6,23.1,4,RCDE Stadium,40500,+€5.50m,null,2022,https://www.transfermarkt.co.uk/espanyol-barcelona/startseite/verein/714
724,fc-volendam,FC Volendam,NL1,,27,22.9,10,37.0,0,Kras Stadion,7384,+-0,null,2023,https://www.transfermarkt.co.uk/fc-volendam/startseite/verein/724
800,atalanta-bergamo,Atalanta BC,IT1,,35,25.7,23,65.7,14,Gewiss Stadium,21747,+€15.50m,null,2023,https://www.transfermarkt.co.uk/atalanta-bergamo/startseite/verein/800
820,genclerbirligi-ankara,Genclerbirligi Ankara,TR1,,34,26.1,10,29.4,1,Eryaman Stadyumu,20560,+€195k,null,2020,https://www.transfermarkt.co.uk/genclerbirligi-ankara/startseite/verein/820
932,lokomotiv-moskau,Lokomotiv Moscow,RU1,,31,23.5,6,19.4,9,RZD Arena,27084,+€1.53m,null,2023,https://www.transfermarkt.co.uk/lokomotiv-moskau/startseite/verein/932
984,west-bromwich-albion,West Bromwich Albion,GB1,,25,27.8,8,32.0,4,The Hawthorns,26850,€-1.35m,null,2020,https://www.transfermarkt.co.uk/west-bromwich-albion/startseite/verein/984
105,sv-darmstadt-98,SV Darmstadt 98,L1,,28,25.6,12,42.9,1,Merck-Stadion am Böllenfalltor,17500,€-1.60m,null,2023,https://www.transfermarkt.co.uk/sv-darmstadt-98/startseite/verein/105
20100,fc-vestsjaelland,FC Vestsjaelland,DK1,,0,,0,,0,Harboe Arena,10000,+-0,null,2014,https://www.transfermarkt.co.uk/fc-vestsjaelland/startseite/verein/20100
2288,swansea-city,Swansea City,GB1,,22,24.8,17,77.3,4,Swansea.com Stadium,21088,+€8.35m,null,2017,https://www.transfermarkt.co.uk/swansea-city/startseite/verein/2288
2448,sporting-gijon,Sporting Gijón,ES1,,28,26.2,10,35.7,2,El Molinón - Enrique Castro Quini,29029,+€5.23m,null,2016,https://www.transfermarkt.co.uk/sporting-gijon/startseite/verein/2448
2477,karpaty-lviv,Karpaty Lviv (-2021),UKR1,,0,,0,,0,Stadion Ukraina,28051,+-0,null,2019,https://www.transfermarkt.co.uk/karpaty-lviv/startseite/verein/2477
29,fc-everton,Everton FC,GB1,,26,27.1,14,53.8,9,Goodison Park,39571,+€34.80m,null,2023,https://www.transfermarkt.co.uk/fc-everton/startseite/verein/29
290,aj-auxerre,AJ Auxerre,FR1,,26,24.3,15,55.6,6,Stade de l'Abbé-Deschamps,18541,+-0,null,2022,https://www.transfermarkt.co.uk/aj-auxerre/startseite/verein/290
30120,ae-kifisias,AE Kifisias,GR1,,25,25.4,9,36.0,0,Gipedo Rizoupolis,14200,+-0,null,2023,https://www.transfermarkt.co.uk/ae-kifisias/startseite/verein/30120
3057,standard-luttich,Standard Liège,BE1,,26,24.0,14,53.8,8,Maurice Dufrasne Stadion,27670,€-1.00m,null,2023,https://www.transfermarkt.co.uk/standard-luttich/startseite/verein/3057
3209,pendikspor,Pendikspor,TR1,,29,28.0,8,27.6,1,Pendik Stadı,2500,+-0,null,2023,https://www.transfermarkt.co.uk/pendikspor/startseite/verein/3209
3349,cd-feirense,CD Feirense,PO1,,24,25.0,11,45.8,2,Estádio Marcolino de Castro,5401,+€325k,null,2018,https://www.transfermarkt.co.uk/cd-feirense/startseite/verein/3349
3729,arsenal-tula,Arsenal Tula,RU1,,27,27.4,2,7.4,1,Arsenal,19241,+€1.80m,null,2021,https://www.transfermarkt.co.uk/arsenal-tula/startseite/verein/3729
4294,sc-farense,SC Farense,PO1,,29,27.0,14,48.3,1,Estádio São Luís,15000,+-0,null,2023,https://www.transfermarkt.co.uk/sc-farense/startseite/verein/4294
4795,fc-ingolstadt-04,FC Ingolstadt 04,L1,,28,24.3,8,28.6,1,Audi Sportpark,15800,+€1.55m,null,2016,https://www.transfermarkt.co.uk/fc-ingolstadt-04/startseite/verein/4795
524,gaziantepspor,Gaziantepspor (- 2020),TR1,,0,,0,,0,Gaziantep Stadyumu,33502,+-0,null,2016,https://www.transfermarkt.co.uk/gaziantepspor/startseite/verein/524
61825,fk-minaj,FK Minaj,UKR1,,24,25.2,1,4.2,0,Stadion Minaj,2000,+-0,null,2023,https://www.transfermarkt.co.uk/fk-minaj/startseite/verein/61825
6894,kayseri-erciyesspor,Kayseri Erciyesspor,TR1,,0,,0,,0,Kayseri Atatürk Spor Kompleksi Yan Açık Saha,2000,+-0,null,2014,https://www.transfermarkt.co.uk/kayseri-erciyesspor/startseite/verein/6894
1095,es-troyes-ac,ESTAC Troyes,FR1,,29,23.1,16,57.1,5,Stade de l'Aube,21877,+-0,null,2022,https://www.transfermarkt.co.uk/es-troyes-ac/startseite/verein/1095
11282,alanyaspor,Alanyaspor,TR1,,33,25.0,13,39.4,5,Kırbıyık Holding Stadyumu,10128,€-500k,null,2023,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
114,besiktas-istanbul,Besiktas JK,TR1,,29,25.1,12,41.4,12,Vodafone Park,42590,€-3.75m,null,2023,https://www.transfermarkt.co.uk/besiktas-istanbul/startseite/verein/114
1244,cd-leganes,CD Leganés,ES1,,23,28.6,8,34.8,3,Butarque,12454,+€1.00m,null,2019,https://www.transfermarkt.co.uk/cd-leganes/startseite/verein/1244
1268,ado-den-haag,ADO Den Haag,NL1,,34,23.5,9,26.5,4,Bingoal Stadion,15000,+-0,null,2020,https://www.transfermarkt.co.uk/ado-den-haag/startseite/verein/1268
20698,balikesirspor,Balikesirspor,TR1,,22,22.0,1,4.5,0,Balıkesir Atatürk,15800,+-0,null,2014,https://www.transfermarkt.co.uk/balikesirspor/startseite/verein/20698
2420,vitoria-guimaraes-sc,Vitória Guimarães SC,PO1,,32,24.5,11,34.4,3,Estádio D. Afonso Henriques,30029,+€10.05m,null,2023,https://www.transfermarkt.co.uk/vitoria-guimaraes-sc/startseite/verein/2420
294,benfica-lissabon,SL Benfica,PO1,,28,24.7,16,57.1,11,Estádio da Luz,64642,€-29.32m,null,2023,https://www.transfermarkt.co.uk/benfica-lissabon/startseite/verein/294
331,ca-osasuna,CA Osasuna,ES1,,23,28.1,3,13.0,2,El Sadar,23576,+-0,null,2023,https://www.transfermarkt.co.uk/ca-osasuna/startseite/verein/331
3327,fc-penafiel,FC Penafiel,PO1,,28,27.9,4,14.3,0,Estádio Municipal 25 de Abril,5230,+-0,null,2014,https://www.transfermarkt.co.uk/fc-penafiel/startseite/verein/3327
3522,spezia-calcio,Spezia Calcio,IT1,,32,24.4,25,78.1,11,Alberto Picco,11676,€-3.95m,null,2022,https://www.transfermarkt.co.uk/spezia-calcio/startseite/verein/3522
354,kv-mechelen,KV Mechelen,BE1,,25,25.3,11,44.0,3,AFAS Stadion,16672,€-400k,null,2023,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
399,leeds-united,Leeds United,GB1,,27,24.6,18,66.7,9,Elland Road,37890,+€930k,null,2022,https://www.transfermarkt.co.uk/leeds-united/startseite/verein/399
40,fc-girondins-bordeaux,FC Girondins Bordeaux,FR1,,26,22.7,13,50.0,6,Matmut Atlantique,42115,+€12.70m,null,2021,https://www.transfermarkt.co.uk/fc-girondins-bordeaux/startseite/verein/40
410,udinese-calcio,Udinese Calcio,IT1,,31,24.2,24,77.4,8,Dacia Arena,25144,€-4.00m,null,2023,https://www.transfermarkt.co.uk/udinese-calcio/startseite/verein/410
41201,pfk-tambov,PFK Tambov (-2021),RU1,,0,,0,,0,Mordovia Arena,44149,+-0,null,2020,https://www.transfermarkt.co.uk/pfk-tambov/startseite/verein/41201
54189,rwd-molenbeek,RWD Molenbeek,BE1,,21,25.0,10,47.6,1,Edmond Machtensstadion,11000,+€50k,null,2023,https://www.transfermarkt.co.uk/rwd-molenbeek/startseite/verein/54189
583,fc-paris-saint-germain,Paris Saint-Germain,FR1,,40,25.2,27,67.5,21,Parc des Princes,49691,€-138.00m,null,2023,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
601,kv-kortrijk,KV Kortrijk,BE1,,22,24.2,12,54.5,4,Guldensporenstadion,9399,+€6.40m,null,2023,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
6414,metalist-kharkiv,Metalist Kharkiv (- 2016),UKR1,,0,,0,,0,OSK Metalist,38685,+-0,null,2015,https://www.transfermarkt.co.uk/metalist-kharkiv/startseite/verein/6414
642,de-graafschap-doetinchem,De Graafschap Doetinchem,NL1,,30,23.7,6,20.0,0,"Stadion ""De Vijverberg""",12600,+-0,null,2018,https://www.transfermarkt.co.uk/de-graafschap-doetinchem/startseite/verein/642
6994,metalurg-zaporizhya-bis-2016-,Metalurg Zaporizhya (-2016),UKR1,,0,,0,,0,Slavutych Arena,11883,+-0,null,2015,https://www.transfermarkt.co.uk/metalurg-zaporizhya-bis-2016-/startseite/verein/6994
7185,panthrakikos-komotini,Panthrakikos Komotini,GR1,,29,24.3,3,10.3,0,Stadio Komotinis OPAP,5601,+-0,null,2015,https://www.transfermarkt.co.uk/panthrakikos-komotini/startseite/verein/7185
798,sbv-excelsior-rotterdam,Excelsior Rotterdam,NL1,,26,23.4,9,34.6,0,Van Donge & De Roo Stadion - Woudestein,4400,€-175k,null,2023,https://www.transfermarkt.co.uk/sbv-excelsior-rotterdam/startseite/verein/798
924,istanbulspor,Istanbulspor,TR1,,29,24.3,14,48.3,4,Esenyurt Necmi Kadıoğlu Stadyumu,7500,€-400k,null,2023,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
1038,sampdoria-genua,UC Sampdoria,IT1,,33,24.3,5,15.6,4,Luigi Ferraris,36348,+€1.75m,null,2022,https://www.transfermarkt.co.uk/sampdoria-genua/startseite/verein/1038
1053,aalborg-bk,Aalborg BK,DK1,,27,24.5,10,37.0,0,Aalborg Portland Park,13800,+€350k,null,2022,https://www.transfermarkt.co.uk/aalborg-bk/startseite/verein/1053
1075,sc-braga,SC Braga,PO1,,28,26.0,17,60.7,3,Estádio Municipal de Braga,30286,€-10.30m,null,2023,https://www.transfermarkt.co.uk/sc-braga/startseite/verein/1075
12321,fc-girona,Girona FC,ES1,,27,26.1,11,40.7,5,Montilivi,13286,€-1.10m,null,2023,https://www.transfermarkt.co.uk/fc-girona/startseite/verein/12321
1241,livingston-fc,Livingston FC,SC1,,25,27.7,14,56.0,2,Tony Macaroni Arena,9512,+-0,null,2023,https://www.transfermarkt.co.uk/livingston-fc/startseite/verein/1241
1390,cagliari-calcio,Cagliari Calcio,IT1,,31,25.9,13,41.9,4,Unipol Domus,16416,+€3.60m,null,2023,https://www.transfermarkt.co.uk/cagliari-calcio/startseite/verein/1390
15,bayer-04-leverkusen,Bayer 04 Leverkusen,L1,,28,24.3,19,67.9,14,BayArena,30210,+€12.50m,null,2023,https://www.transfermarkt.co.uk/bayer-04-leverkusen/startseite/verein/15
1519,dundee-united-fc,Dundee United FC,SC1,,25,24.7,8,34.8,2,Tannadice Park,14223,+€350k,null,2022,https://www.transfermarkt.co.uk/dundee-united-fc/startseite/verein/1519
1531,fc-elche,Elche CF,ES1,,18,27.3,5,27.8,0,Manuel Martínez Valero,31388,+€1.00m,null,2022,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
1533,sd-eibar,SD Eibar,ES1,,26,28.3,5,19.2,0,Ipurua,8164,+€2.60m,null,2020,https://www.transfermarkt.co.uk/sd-eibar/startseite/verein/1533
16795,fc-granada,Granada CF,ES1,,26,26.8,7,26.9,3,Nuevo Los Cármenes,19336,€-3.70m,null,2023,https://www.transfermarkt.co.uk/fc-granada/startseite/verein/16795
19,brescia-calcio,Brescia Calcio,IT1,,28,25.1,12,42.9,1,Mario Rigamonti,19550,+€3.65m,null,2019,https://www.transfermarkt.co.uk/brescia-calcio/startseite/verein/19
202,fc-groningen,FC Groningen,NL1,,29,22.9,10,34.5,1,Euroborg,22555,€-586k,null,2022,https://www.transfermarkt.co.uk/fc-groningen/startseite/verein/202
2323,orduspor,Orduspor,TR1,,2,21.0,0,,0,19 Eylül Stadyum,11024,+-0,null,2012,https://www.transfermarkt.co.uk/orduspor/startseite/verein/2323
3325,gd-chaves,GD Chaves,PO1,,31,24.9,19,61.3,3,Estádio Municipal Eng.º Manuel Branco Teixeira,9000,+€450k,null,2023,https://www.transfermarkt.co.uk/gd-chaves/startseite/verein/3325
3609,rotor-volgograd,Rotor Volgograd,RU1,,27,23.9,2,7.4,0,Volgograd Arena,45568,€-13k,null,2020,https://www.transfermarkt.co.uk/rotor-volgograd/startseite/verein/3609
38,fortuna-dusseldorf,Fortuna Düsseldorf,L1,,29,25.9,12,41.4,2,MERKUR SPIEL-ARENA,54600,+€600k,null,2019,https://www.transfermarkt.co.uk/fortuna-dusseldorf/startseite/verein/38
4,1-fc-nurnberg,1.FC Nuremberg,L1,,33,25.2,7,21.2,2,Max-Morlock-Stadion,50000,+€2.63m,null,2018,https://www.transfermarkt.co.uk/1-fc-nurnberg/startseite/verein/4
403,willem-ii-tilburg,Willem II Tilburg,NL1,,27,25.9,7,25.9,0,Koning Willem II Stadion,14700,+€385k,null,2021,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
4102,carpi-fc-1909,AC Carpi,IT1,,25,23.6,6,24.0,1,Sandro Cabassi,5510,+-0,null,2015,https://www.transfermarkt.co.uk/carpi-fc-1909/startseite/verein/4102
415,fc-toulouse,FC Toulouse,FR1,,29,23.1,23,79.3,8,Stadium Municipal,33150,€-6.00m,null,2023,https://www.transfermarkt.co.uk/fc-toulouse/startseite/verein/415
449,trabzonspor,Trabzonspor,TR1,,30,24.8,13,43.3,12,Şenol Güneş Spor Kompleksi,40782,€-4.22m,null,2023,https://www.transfermarkt.co.uk/trabzonspor/startseite/verein/449
6418,panetolikos-gfs,Panetolikos GFS,GR1,,31,24.8,12,38.7,4,Gipedo Panetolikou,7321,+-0,null,2023,https://www.transfermarkt.co.uk/panetolikos-gfs/startseite/verein/6418
79,vfb-stuttgart,VfB Stuttgart,L1,,34,23.5,18,52.9,10,Mercedes-Benz Arena,60449,€-13.45m,null,2023,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
83678,metal-kharkiv,Metalist Kharkiv,UKR1,,25,26.1,7,28.0,0,Avangard,10640,+€300k,null,2022,https://www.transfermarkt.co.uk/metal-kharkiv/startseite/verein/83678
964,zenit-st-petersburg,Zenit St. Petersburg,RU1,,27,26.0,12,44.4,12,Gazprom Arena,63026,€-22.71m,null,2023,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
979,moreirense-fc,Moreirense FC,PO1,,22,25.6,15,68.2,0,E. C. J. de Almeida Freitas,6153,€-1.00m,null,2023,https://www.transfermarkt.co.uk/moreirense-fc/startseite/verein/979
1063,viborg-ff,Viborg FF,DK1,,24,22.7,12,50.0,3,Viborg Stadion,10000,+€2.87m,null,2023,https://www.transfermarkt.co.uk/viborg-ff/startseite/verein/1063
121,dinamo-moskau,Dynamo Moscow,RU1,,26,25.2,10,38.5,10,VTB-Arena,25716,+€12.25m,null,2023,https://www.transfermarkt.co.uk/dinamo-moskau/startseite/verein/121
18303,fk-oleksandriya,FK Oleksandriya,UKR1,,22,23.9,1,4.5,2,KSK Nika,7000,+€730k,null,2023,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
19789,yeni-malatyaspor,Yeni Malatyaspor,TR1,,10,22.9,1,10.0,0,Yeni Malatya Stadyumu,25745,+€778k,null,2021,https://www.transfermarkt.co.uk/yeni-malatyaspor/startseite/verein/19789
2292,elazigspor,Elazigspor,TR1,,33,24.9,0,,0,Elazığ Doğukent Stadı,2500,+€17k,null,2013,https://www.transfermarkt.co.uk/elazigspor/startseite/verein/2292
2760,partick-thistle-fc,Partick Thistle FC,SC1,,19,27.9,1,5.3,0,The Energy Check Stadium at Firhill,10102,+-0,null,2017,https://www.transfermarkt.co.uk/partick-thistle-fc/startseite/verein/2760
367,rayo-vallecano,Rayo Vallecano,ES1,,24,28.0,9,37.5,5,Campo de Fútbol de Vallecas,15105,+€5.00m,null,2023,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
3709,fc-getafe,Getafe CF,ES1,,26,27.5,14,53.8,7,Coliseum Alfonso Pérez,16800,€-7.50m,null,2023,https://www.transfermarkt.co.uk/fc-getafe/startseite/verein/3709
380,us-salernitana-1919,US Salernitana 1919,IT1,,30,26.5,18,60.0,9,Arechi,29739,€-17.50m,null,2023,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
41,hamburger-sv,Hamburger SV,L1,,30,23.6,15,50.0,4,Volksparkstadion,57000,€-6.00m,null,2017,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
43,heart-of-midlothian-fc,Heart of Midlothian FC,SC1,,24,26.8,13,54.2,8,Tynecastle Park,19852,+-0,null,2023,https://www.transfermarkt.co.uk/heart-of-midlothian-fc/startseite/verein/43
465,st-mirren-fc,St. Mirren FC,SC1,,23,26.2,16,69.6,6,The SMISA Stadium,8023,€-146k,null,2023,https://www.transfermarkt.co.uk/st-mirren-fc/startseite/verein/465
468,sparta-rotterdam,Sparta Rotterdam,NL1,,24,24.5,12,50.0,2,"Sparta-stadion ""Het Kasteel""",11026,€-650k,null,2023,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
472,ud-las-palmas,UD Las Palmas,ES1,,23,26.9,4,17.4,2,Estadio de Gran Canaria,32400,€-1.40m,null,2023,https://www.transfermarkt.co.uk/ud-las-palmas/startseite/verein/472
660,shakhtar-donetsk,Shakhtar Donetsk,UKR1,,37,23.3,9,24.3,12,Arena Lviv,34915,€-4.40m,null,2023,https://www.transfermarkt.co.uk/shakhtar-donetsk/startseite/verein/660
749,fc-empoli,FC Empoli,IT1,,28,24.1,11,39.3,5,Carlo Castellani,19847,+€44.30m,null,2023,https://www.transfermarkt.co.uk/fc-empoli/startseite/verein/749
750,fc-sochaux-montbeliard,FC Sochaux-Montbéliard,FR1,,25,26.2,11,44.0,4,Stade Auguste-Bonal,20005,+€4.00m,null,2013,https://www.transfermarkt.co.uk/fc-sochaux-montbeliard/startseite/verein/750
